id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
FIFTHAF-19420430-00,Fifth AF,P-39 Airacobra,P-39’s flying out of Port Moresby strafe airplanes and fuel dumps at Lae and Salamaua.,-12.46,130.84,-6.73,146.99,1942-04-30T06:00:00Z,3.6,15000,290,,Darwin Australia,Lae,,,Fighter
FIFTHAF-19420504-00,Fifth AF,B-17 Flying Fortress,B-26’s bomb Vunakanau A/F at Rabaul. P-39’s and B-17’s hit A/F at Lae.,-12.46,130.84,-6.74,147.01,1942-05-04T06:00:00Z,7.4,25000,182,,Darwin Australia,Lae,,,Strategic Bombing
FIFTHAF-19420504-01,Fifth AF,B-26 Marauder,B-26’s bomb Vunakanau A/F at Rabaul. P-39’s and B-17’s hit A/F at Lae.,-12.46,130.84,-4.3,152.1,1942-05-04T06:00:00Z,6.3,15000,240,,Darwin Australia,Vunakanau,,,Tactical Bombing
FIFTHAF-19420504-02,Fifth AF,P-39 Airacobra,B-26’s bomb Vunakanau A/F at Rabaul. P-39’s and B-17’s hit A/F at Lae.,-12.46,130.84,-6.74,147.01,1942-05-04T06:00:00Z,4.8,15000,290,,Darwin Australia,Lae,,,Fighter
TENTHAF-19420505-00,Tenth AF,B-17 Flying Fortress,"On a raid against Mingaladon A/F during 4/5 May, 4 B-17’s bomb a hangar and parked aircraft. The crews Claim 40 airplanes destroyed but searchlights make accurate observation impossible.",24.86,67.01,14.38,120.57,1942-05-05T06:00:00Z,16.9,25000,182,,Karachi India,Corregidor,4,,Strategic Bombing
TENTHAF-19420506-00,Tenth AF,B-17 Flying Fortress,Mingaladon A/F is hit for second consecutive night. 3 B-17’s score direct hits on fuel dump at the field.,24.86,67.01,,,1942-05-06T06:00:00Z,,25000,182,,Karachi India,,3,,Strategic Bombing
FIFTHAF-19420506-00,Fifth AF,B-17 Flying Fortress,B-17’s unsuccessfully attack shipping in Bougainville area.,-12.46,130.84,-6.21,155.0,1942-05-06T06:00:00Z,8.1,25000,182,,Darwin Australia,Bougainville,,,Strategic Bombing
FIFTHAF-19420509-00,Fifth AF,B-17 Flying Fortress,8 B-26’s and a single B-17 attack shipping and seaplanes at Deboyne I.,-12.46,130.84,,,1942-05-09T06:00:00Z,,25000,182,,Darwin Australia,,,,Strategic Bombing
FIFTHAF-19420509-01,Fifth AF,B-26 Marauder,8 B-26’s and a single B-17 attack shipping and seaplanes at Deboyne I.,-12.46,130.84,,,1942-05-09T06:00:00Z,,15000,240,,Darwin Australia,,8,,Tactical Bombing
FIFTHAF-19420510-00,Fifth AF,B-25 Mitchell,B-25’s bomb seaplane base at Deboyne I.,-12.46,130.84,,,1942-05-10T06:00:00Z,,15000,230,,Darwin Australia,,,,Tactical Bombing
FIFTHAF-19420511-00,Fifth AF,B-17 Flying Fortress,B-17’s attack shipping at Kessa in N Solomons while B-26’s hit seaplane base at Deboyne I.,-12.46,130.84,,,1942-05-11T06:00:00Z,,25000,182,,Darwin Australia,,,,Strategic Bombing
FIFTHAF-19420511-01,Fifth AF,B-26 Marauder,B-17’s attack shipping at Kessa in N Solomons while B-26’s hit seaplane base at Deboyne I.,-12.46,130.84,,,1942-05-11T06:00:00Z,,15000,240,,Darwin Australia,,,,Tactical Bombing
TENTHAF-19420512-00,Tenth AF,B-17 Flying Fortress,"HBs fly their first mission in direct def of air cargo line to China when 4 B-17’s from Dum Dum A/F heavily damage runways and set fire to several parked aircraft at Myitkyina. Myitkyina, which fell to the Japanese on 8 May, poses serious ftr threat to Allied base at Dinjan.",24.86,67.01,25.4,97.39,1942-05-12T06:00:00Z,9.1,25000,182,,Karachi India,Myitkyina,4,,Strategic Bombing
FIFTHAF-19420513-00,Fifth AF,B-17 Flying Fortress,B-17’s and B-26’s hit shipping and A/F at Rabaul.,-12.46,130.84,-4.2,152.18,1942-05-13T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
FIFTHAF-19420513-01,Fifth AF,B-26 Marauder,B-17’s and B-26’s hit shipping and A/F at Rabaul.,-12.46,130.84,-4.2,152.18,1942-05-13T06:00:00Z,6.3,15000,240,,Darwin Australia,Rabaul,,,Tactical Bombing
FIFTHAF-19420514-00,Fifth AF,B-17 Flying Fortress,"B-17’s, B-26’s, and B-25’s attack Rabaul and Lae.",-12.46,130.84,-4.2,152.18,1942-05-14T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
FIFTHAF-19420514-01,Fifth AF,B-25 Mitchell,"B-17’s, B-26’s, and B-25’s attack Rabaul and Lae.",-12.46,130.84,-4.2,152.18,1942-05-14T06:00:00Z,5.9,15000,230,,Darwin Australia,Rabaul,,,Tactical Bombing
FIFTHAF-19420514-02,Fifth AF,B-26 Marauder,"B-17’s, B-26’s, and B-25’s attack Rabaul and Lae.",-12.46,130.84,-4.2,152.18,1942-05-14T06:00:00Z,6.3,15000,240,,Darwin Australia,Rabaul,,,Tactical Bombing
FIFTHAF-19420516-00,Fifth AF,B-17 Flying Fortress,"B-25’s, B-26’s and B-17’s hit A/F and storehouses at Lae and seaplane base at Deboyne I.",-12.46,130.84,-6.73,146.99,1942-05-16T06:00:00Z,5.6,25000,182,,Darwin Australia,Lae,,,Strategic Bombing
FIFTHAF-19420516-01,Fifth AF,B-25 Mitchell,"B-25’s, B-26’s and B-17’s hit A/F and storehouses at Lae and seaplane base at Deboyne I.",-12.46,130.84,-6.73,146.99,1942-05-16T06:00:00Z,4.4,15000,230,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420516-02,Fifth AF,B-26 Marauder,"B-25’s, B-26’s and B-17’s hit A/F and storehouses at Lae and seaplane base at Deboyne I.",-12.46,130.84,-6.73,146.99,1942-05-16T06:00:00Z,4.7,15000,240,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420518-00,Fifth AF,B-17 Flying Fortress,B-17’s bomb shipping in Koepang Bay.,-12.46,130.84,,,1942-05-18T06:00:00Z,,25000,182,,Darwin Australia,,,,Strategic Bombing
SEVENTHAF-19420518-00,Seventh AF,B-17 Flying Fortress,"Seventh AF is placed on alert in anticipation of a possible attack on Midway. For next 10 days the old B-18’s on hand For are used on search to supplement the B-17’s. VII BC receives influx of B-17’s dur- ing this period, and the 72d Bomb Sq is converted from B-18’s to B-17’s.",21.3156,-157.9497,28.21,-177.38,1942-05-18T06:00:00Z,6.2,25000,182,,Hickam Field Hawaii,Midway,,,Strategic Bombing
FIFTHAF-19420520-00,Fifth AF,B-17 Flying Fortress,B-17’s attack A/F and AA guns at Koepang on Timor I.,-12.46,130.84,,,1942-05-20T06:00:00Z,,25000,182,,Darwin Australia,,,,Strategic Bombing
FIFTHAF-19420521-00,Fifth AF,B-26 Marauder,B-26’s bomb aircraft at Lae.,-12.46,130.84,-6.73,146.99,1942-05-21T06:00:00Z,4.7,15000,240,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420522-00,Fifth AF,B-17 Flying Fortress,B-17’s pound A/F and shipping at Rabaul while B-26’s hit A/F at Lae and attack shipping in the harbor.,-12.46,130.84,-4.2,152.18,1942-05-22T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
FIFTHAF-19420522-01,Fifth AF,B-26 Marauder,B-17’s pound A/F and shipping at Rabaul while B-26’s hit A/F at Lae and attack shipping in the harbor.,-12.46,130.84,-6.74,147.01,1942-05-22T06:00:00Z,6.3,15000,240,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420523-00,Fifth AF,B-25 Mitchell,B-25’s strike A/F and buildings at Lae.,-12.46,130.84,-6.73,146.99,1942-05-23T06:00:00Z,4.4,15000,230,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420524-00,Fifth AF,B-26 Marauder,B-26’s attack Lae A/F but heavy AA and at least 15 intercepting Zeros prevent accurate bombing. Several of the MBs are shot down or badly damaged and forced to crash-land.,-12.46,130.84,-6.73,146.99,1942-05-24T06:00:00Z,4.7,15000,240,,Darwin Australia,Lae,,,Tactical Bombing
FIFTHAF-19420524-02,Fifth AF,A6M Zero,B-26’s attack Lae A/F but heavy AA and at least 15 intercepting Zeros prevent accurate bombing. Several of the MBs are shot down or badly damaged and forced to crash-land.,-12.46,130.84,-6.73,146.99,1942-05-24T06:00:00Z,4.1,15000,330,,Darwin Australia,Lae,,,Enemy Action
TENTHAF-19420525-00,Tenth AF,B-17 Flying Fortress,4 B-17’s bomb Rangoon during 24/25 May.,24.86,67.01,16.87,96.17,1942-05-25T06:00:00Z,9.3,25000,182,,Karachi India,Rangoon,4,,Strategic Bombing
FIFTHAF-19420525-00,Fifth AF,B-17 Flying Fortress,B-17’s bomb Vunakanau A/F at Rabaul.,-12.46,130.84,-4.3,152.1,1942-05-25T06:00:00Z,7.4,25000,182,,Darwin Australia,Vunakanau,,,Strategic Bombing
FIFTHAF-19420527-00,Fifth AF,B-17 Flying Fortress,B-17’s bomb base at Rabaul.,-12.46,130.84,-4.2,152.18,1942-05-27T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
FIFTHAF-19420528-00,Fifth AF,B-26 Marauder,B-26’s attack A/F at Lae.,-12.46,130.84,-6.73,146.99,1942-05-28T06:00:00Z,4.7,15000,240,,Darwin Australia,Lae,,,Tactical Bombing
ELEVENTHAF-19420528-00,Eleventh AF,B-17 Flying Fortress,"A B-17 flies the first armed rcn mission from the secretly constructed A/F at Umnak over the Aleutian Chain, but finds no sign of the enemy. XI FC elements are now deployed at Umnak (P-40’s, P-38’s), Cold Bay (P-40’s), Kodiak (P-39’s), and Ft Richardson (P-38’s, RCAF Kittyhawks).",57.79,-152.51,53.36,-168.4,1942-05-28T06:00:00Z,3.3,25000,182,,Kodiak Alaska,Umnak,,,Reconnaissance
ELEVENTHAF-19420528-01,Eleventh AF,P-38 Lightning,"A B-17 flies the first armed rcn mission from the secretly constructed A/F at Umnak over the Aleutian Chain, but finds no sign of the enemy. XI FC elements are now deployed at Umnak (P-40’s, P-38’s), Cold Bay (P-40’s), Kodiak (P-39’s), and Ft Richardson (P-38’s, RCAF Kittyhawks).",57.79,-152.51,53.36,-168.4,1942-05-28T06:00:00Z,2.1,20000,275,,Kodiak Alaska,Umnak,,,Reconnaissance
ELEVENTHAF-19420528-02,Eleventh AF,P-39 Airacobra,"A B-17 flies the first armed rcn mission from the secretly constructed A/F at Umnak over the Aleutian Chain, but finds no sign of the enemy. XI FC elements are now deployed at Umnak (P-40’s, P-38’s), Cold Bay (P-40’s), Kodiak (P-39’s), and Ft Richardson (P-38’s, RCAF Kittyhawks).",57.79,-152.51,53.36,-168.4,1942-05-28T06:00:00Z,2.1,15000,290,,Kodiak Alaska,Umnak,,,Reconnaissance
ELEVENTHAF-19420528-03,Eleventh AF,P-40 Warhawk,"A B-17 flies the first armed rcn mission from the secretly constructed A/F at Umnak over the Aleutian Chain, but finds no sign of the enemy. XI FC elements are now deployed at Umnak (P-40’s, P-38’s), Cold Bay (P-40’s), Kodiak (P-39’s), and Ft Richardson (P-38’s, RCAF Kittyhawks).",57.79,-152.51,53.36,-168.4,1942-05-28T06:00:00Z,1.9,15000,310,,Kodiak Alaska,Umnak,,,Reconnaissance
SEVENTHAF-19420530-00,Seventh AF,B-17 Flying Fortress,Seventh AF begins flying B-17’s from Oahu to Midway in face of expected attack on that island.,21.3156,-157.9497,28.21,-177.38,1942-05-30T06:00:00Z,6.2,25000,182,,Hickam Field Hawaii,Midway,,,Strategic Bombing
FIFTHAF-19420531-00,Fifth AF,B-17 Flying Fortress,B-17’s attack Lae and Salamaua.,-12.46,130.84,-6.73,146.99,1942-05-31T06:00:00Z,5.6,25000,182,,Darwin Australia,Lae,,,Strategic Bombing
SEVENTHAF-19420531-00,Seventh AF,B-17 Flying Fortress,B-17’s on DS at Midway begin search operations.,28.21,-177.38,28.21,-177.38,1942-05-31T06:00:00Z,,25000,182,,Midway Atoll,Midway Sector,,,Strategic Bombing
ELEVENTHAF-19420531-00,Eleventh AF,P-38 Lightning,54th Ftr Sq (P-38’s) arrives at Elmendorf.,57.79,-152.51,,,1942-05-31T06:00:00Z,,20000,275,,Kodiak Alaska,,,,Fighter
FIFTHAF-19420601-00,Fifth AF,B-17 Flying Fortress,"B-17’s attack Lae, Salamaua, and Rabaul.",-12.46,130.84,-6.73,146.99,1942-06-01T06:00:00Z,5.6,25000,182,,Darwin Australia,Lae,,,Strategic Bombing
FIFTHAF-19420602-00,Fifth AF,B-17 Flying Fortress,B-17’s bomb dock and military camp area at Rabaul.,-12.46,130.84,-4.2,152.18,1942-06-02T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
SEVENTHAF-19420602-00,Seventh AF,B-17 Flying Fortress,6 of 16 B-17’s that have been on DS at Midway return to Oahu.,28.21,-177.38,21.34,-157.94,1942-06-02T06:00:00Z,12.5,25000,182,,Midway Atoll,Hickam Field Hawaii,6,,Strategic Bombing
TENTHAF-19420603-00,Tenth AF,B-25 Mitchell,"A flight of 6 B-25’s of 11th Bomb Sq earmarked for CATF, take off from Dinjan for China. They bomb Lashio en route to Kunming, but afterward 3 crash into an overcast-hidden mountain at 10,000 ft and another is abandoned when it runs out of fuel near Chan-i. The remaining 2 B-25’s reach Kunming, 1 with its radio operator killed by a ftr.",24.86,67.01,22.94,97.75,1942-06-03T06:00:00Z,7.3,15000,230,,Karachi India,Lashio,6,,Tactical Bombing
FIFTHAF-19420603-00,Fifth AF,B-17 Flying Fortress,"B-17’s hit wharf, warehouse area, and military camp at Rabaul.",-12.46,130.84,-4.2,152.18,1942-06-03T06:00:00Z,7.5,25000,182,,Darwin Australia,Rabaul,,,Strategic Bombing
SEVENTHAF-19420603-00,Seventh AF,B-17 Flying Fortress,"Preliminary action begins in Battle of Midway. 9 B-17’s, flying out of Midway, attack 5 large warships 570 mi off Midway, claiming 5 hits and several near misses. 7 other B-17’s leave Oahu and fly to Midway.",28.21,-177.38,28.21,-177.38,1942-06-03T06:00:00Z,,25000,182,,Midway Atoll,Midway Sector,9,,Strategic Bombing
ELEVENTHAF-19420603-00,Eleventh AF,B-26 Marauder,"Japanese carrierbased bmrs and ftrs bomb and strafe Ft Mears and Dutch Harbor in several waves inflicting little damage and killing 52 US personnel. P-40’s from Cold Bay trying to intercept them arrive 10 min after the last attack wave departs. Other P-40’s at Umnak are notified too late due to communication failure. 9 P-40’s and 6 B-26’s fly patrol but cannot find the fleet—180 mi S of Dutch Harbor—but 2 of the P-40’s engage 4 carrier-based aircraft, shoot down one and damage another.",57.79,-152.51,53.36,-168.4,1942-06-03T06:00:00Z,2.8,15000,240,,Kodiak Alaska,Umnak,6,,Patrol
ELEVENTHAF-19420603-01,Eleventh AF,P-40 Warhawk,"Japanese carrierbased bmrs and ftrs bomb and strafe Ft Mears and Dutch Harbor in several waves inflicting little damage and killing 52 US personnel. P-40’s from Cold Bay trying to intercept them arrive 10 min after the last attack wave departs. Other P-40’s at Umnak are notified too late due to communication failure. 9 P-40’s and 6 B-26’s fly patrol but cannot find the fleet—180 mi S of Dutch Harbor—but 2 of the P-40’s engage 4 carrier-based aircraft, shoot down one and damage another.",57.79,-152.51,53.36,-168.4,1942-06-03T06:00:00Z,1.9,15000,310,,Kodiak Alaska,Umnak,9,,Patrol
SEVENTHAF-19420604-00,Seventh AF,B-17 Flying Fortress,"Battle of Midway. 4 B-26’s, in conjunction with Navy torpedo bmrs, attack carrier; 2 of the MBs are shot down. In further morning action 14 B-17’s attack a TF approaching Midway at a distance of 145 mi; they claim several hits on carriers and 2 Zeros shot down. In late afternoon 2 B-17’s attack carrier force at 31-40N 179-10W, claiming hits on a battleship and a carrier and 3 airplanes shot down. 4 other B-17’s claim a hit on heavy cruiser 185 mi from Midway. 6 B-17’s, en route to Midway from Hawaii, bomb ships 170 mi from Midway, claiming hits on a burning carrier, the Hiryu, hit earlier in the battle, and a destroyer, which is claimed sunk.",28.21,-177.38,28.21,-177.38,1942-06-04T06:00:00Z,,25000,182,,Midway Atoll,Midway Sector,14,,Strategic Bombing
SEVENTHAF-19420604-01,Seventh AF,B-26 Marauder,"Battle of Midway. 4 B-26’s, in conjunction with Navy torpedo bmrs, attack carrier; 2 of the MBs are shot down. In further morning action 14 B-17’s attack a TF approaching Midway at a distance of 145 mi; they claim several hits on carriers and 2 Zeros shot down. In late afternoon 2 B-17’s attack carrier force at 31-40N 179-10W, claiming hits on a battleship and a carrier and 3 airplanes shot down. 4 other B-17’s claim a hit on heavy cruiser 185 mi from Midway. 6 B-17’s, en route to Midway from Hawaii, bomb ships 170 mi from Midway, claiming hits on a burning carrier, the Hiryu, hit earlier in the battle, and a destroyer, which is claimed sunk.",28.21,-177.38,28.21,-177.38,1942-06-04T06:00:00Z,,15000,240,,Midway Atoll,Midway Sector,,,Tactical Bombing
SEVENTHAF-19420604-03,Seventh AF,A6M Zero,"Battle of Midway. 4 B-26’s, in conjunction with Navy torpedo bmrs, attack carrier; 2 of the MBs are shot down. In further morning action 14 B-17’s attack a TF approaching Midway at a distance of 145 mi; they claim several hits on carriers and 2 Zeros shot down. In late afternoon 2 B-17’s attack carrier force at 31-40N 179-10W, claiming hits on a battleship and a carrier and 3 airplanes shot down. 4 other B-17’s claim a hit on heavy cruiser 185 mi from Midway. 6 B-17’s, en route to Midway from Hawaii, bomb ships 170 mi from Midway, claiming hits on a burning carrier, the Hiryu, hit earlier in the battle, and a destroyer, which is claimed sunk.",21.3156,-157.9497,28.21,-177.38,1942-06-04T06:00:00Z,,15000,330,,Hickam Field Hawaii,Midway Sector,,,Enemy Action
