source_page,serial_number,name,identification,delivery,assignment,off_inventory,circumstances
30,42-24471,RAMBLIN' WRECK,2BLURUDSTRP,5/28/1944 468BG,,5/11/1945,Group transfer to Tinian
30,42-24471,RAMBLIN' WRECK,TRI I 14,5/11/1945 468BG,,8/24/1949,Reclaimed Keesler
30,42-24472,SKY CHIEF,DIAM#,5/22/1944 444BG,,5/11/1945,Group transfer to Tinian
30,42-24472,SKY CHIEF,TRI N 64,5/11/1945 444BG,,6/30/1946,Reclaimed Amarillo
30,42-24473,,,5/20/1944 231BU,,12/2111949,Reclaimed Pyote
30,42-24474,,SOLBLURUD,512311944 462BG,,8/20/1944,Shot down over Yawata
30,42-24475,HOODLUM HOUSE II,SOLREDRUD BI,512311944 462BG,,51211945,Reclaimed Kelly
30,42-24476,,,512311944 236BU,,12/2111949,Reclaimed Pyote
30,42-24477,,,512311944 505BG,,612711949,Reclaimed Davis-Monthan
30,42-24478,,,512311944 611BEXPG,,112711947,Salvaged at Eglin
30,42-24479,HOLLY HAWK,SOLREDRUD Bl CIRCE 31,5/24/1944 462BG 5/24/1944 504BG,,2/24/1945 12/2111949,Ditched Haria Bhangar River near Calcutta Reclaimed
30,42-24480,,,6/27/1944 231BU,,10/15/1944,"Surveyed Alamogordo, crashed on T /0"
30,42-24481,,,5/24/1944 231BU,,12/2111949,Reclaimed Pyote
30,42-24482,,,5/24/1944,,8/10/1944,"Crashed on takeoff at Natal, Africa"
30,42-24483,,,5/24/1944 231BU,,612711949,Reclaimed Davis-Monthan
30,42-24484,OUR GAL,SOLBLURUD,5/24/1944 462BG,,612711949,Reclaimed Davis-Monthan
30,42-24485,LADY MARGE,DIAM#,5/25/1944 444BG,,5/10/1945,Group transfer to Tinian
30,42-24485,LADY MARGE,TRI N 19,5/10/1945 444BG,,612711949,Reclaimed Davis-Monthan
30,42-24486,WINDY CITY II,2YLWRUDSTRP,5/26/1944 468BG,,5/11/1945,Group transfer to Tinian
30,42-24486,WINDY CITY II,TRI I 47,5/11/1945 468BG,,2/10/1948,Class 0 I Z Keesler
30,42-24487,BENGAL LANCER,2BLURUDSTRP,5/26/1944 468BG,,5/11/1945,Group transfer to Tinian
30,42-24487,BENGAL LANCER,TRI I 32,5/11/1945 468BG,,51211949,Reclaimed Pyote
31,42-24488,,5/25/1944,231BU,,12/2111949,Reclaimed Pyote
31,42-24489,,5/26/1944,504BG,,7/14/1949,Reclaimed Robins
31,42-24490,,5/26/1944,231BU,,7/14/1949,Reclaimed Kelly
31,42-24491,,5/30/1944,504BG,,12/2111949,Reclaimed Pyote
31,42-24492,DEACON'S DISCIPLES II FOURRUDSTRP,5/30/1945,40BG,,5/10/1945,Group transfer to Tinian
31,42-24492,DEACON'S DISCIPLES II TRIS,13 5/10/1945,40BG,,5/14/1945,Abandoned south oflwo #2 engine fire
31,42-24493,,5/30/1944,504BG,,6/4/1948,Reclaimed Davis-Monthan
31,42-24494,MARYANN 2WHTRUDSTRP,V31 5/31/1944,468BG,,1114/1945,Crashed returning from Formosa
31,42-24495,,5/31/1944,505BG,,6/27/1949,Reclaimed Davis-Monthan
31,42-24496,,5/31/1944,244BU,,12/2111949,Reclaimed Pyote
31,42-24497,,5/31/1944,231BU,,7/14/1949,Reclaimed Kelly
31,42-24498,,5/31/1944,231BU,,1119/1944,Surveyed Alamogordo - engine failed
31,42-24499,,6/111944,231BU,,5/24/1949,Reclaimed Tinker
31,42-24500,,6/111944,462BG,,3/20/1945,Surveyed at Harvard
31,42-24501,,6/2/1944,504BG,,12/2111949,Reclaimed Pyote
31,42-24502,,6/2/1944,505BG,,6/27/1949,Reclaimed Davis-Monthan
31,42-24503,NIPPON NIPPER II FOURBLUSTRP,A/I 6/2/1944,40BG,,6/30/1946,Reclaimed Amarillo
31,42-24504,GUNGADIN 2WHTRUDSTRP,6/3/1944,468BG,,10/25/1944,Crashed takeoff from A-7 to Omura
31,42-24505,WILD HAIR SOLYLWRUD,]2 6/6/1944,462BG,,12/2111944,Shot down at Mukden
31,42-24506,UNTOUCHABLE SOLREDRUD,Pl 6/5/1944,462BG,,9/25/1944,Crashed on test flight
31,42-24507,BACHELOR QUARTERS DIAM#,38 6/7/1944,444BG,,5/10/1945,Group transfer to Tinian
31,42-24507,BACHELOR QUARTERS TRI,N 38 5/10/1945,444BG,,4/25/1949,Reclaimed Chanute
31,42-24508,OUIJA BIRD FOURREDSTRP,S 6/3/1944,40BG,,5/15/1947,Reclaimed Tinker
31,42-24509,,6/6/1944,499BG,,12/2111949,Reclaimed Pyote
31,42-24510,DIAM#,6/3/1944,444BG,,11/23/1944,"Surveyed, crash landing Chungking"
31,42-24511,,6/12/1944,245BU,,12/2111949,Reclaimed Pyote
31,42-24512,,6/6/1944,504BG,,111111948,Reclaimed Davis-Monthan
31,42-24513,SWEATER OUT FOURREDSTRP,6/8/1944,40BG,,10/14/1944,Abandoned China
31,42-24514,,6/6/1944,231BU,,8/7/1944,Crashed landing Alamogordo 8/6
31,42-24515,,6/7/1944,236BU,,5/2/1949,Reclaimed Pyote
31,42-24516,,6/14/1944,241BU,,12/29/1948,Reclaimed Davis-Monthan
31,42-24517,,6/10/1944,9BG,,12/2111949,Reclaimed Pyote
31,42-24518,DIAM#,6/9/1944,444BG,,1113/1944,"Fire, ditched from Singapore"
31,42-24519,,6/10/1944,504BG,,12/2111949,Reclaimed Pyote
31,42-24520,,6/10/1944,247BU,,7/14/1944,Crashed Atlanta
31,42-24521,,6/12/1944,236BU,,8/25/1944,Surveyed
31,42-24522,B-SWEET II FOURREDSTRP,S 6/14/1944,40BG,,12/3111945,Class 26 Kirtland
31,42-24523,,6/12/1944,236BU,,8/20/1944,Surveyed at Pyote
31,42-24524,SUPER MOUSE DIAM#,17 6/13/1944,444BG,,5/10/1945,Group transfer to Tinian
31,42-24524,SUPER MOUSE TRI,N 17 (1) 5/10/1945,444BG,,6/1/1945,Exploded over Osaka
31,42-24525,THEMARYK 2BLURUDSTRP,6/15/1944,468BG,,5/1111945,Group transfer to Tinian
31,42-24525,THEMARYK TRI,I 24 5/11/1945,468BG,,2/2/1950,Reclaimed Keesler
31,42-24526,,6/15/1944,AMC,,9/27/1949,Unknown
31,42-24527,,6/15/1944,610EXGP,,8/2111946,Surveyed at Eglin
31,42-24528,ANDY GUMP,6/15/1944,2750ABG,,5/4/1949,Reclaimed Wright-Patterson
31,42-24529,,6/14/1944,9BG,,9/1111950,Reclaimed Pyote
31,42-24530,,6/16/1944,9BG,,11/2111947,Class 01 Z Smoky Hill
31,42-24531,SOLYLWRUD,6/17/1944,462BG,,11/19/1944,"Abandoned India, fire in radar position"
31,42-24532,GREAT SPECKLED BIRD,6/16/1944,505BG,,9/1111950,Reclaimed Pyote
31,42-24533,,,,,,Unknown
31,42-24534,,6/16/1944,505BG,,9/1111950,Reclaimed Pyote
31,42-24535,,6/17/1944,500BG,,2/24/1945,Surveyed
31,42-24536,,6/17/1944,505BG,,10/24/1944,"Surveyed at Harvard, crashed takeoff"
31,42-24537,,6/17/1944,500BG,,2/24/1945,Surveyed at Walker
31,42-24538,BETER 'N' NUTIN DIAM#,,444BG,,5/10/1945,Group transfer to Tinian
31,42-24538,BETER 'N' NUTIN TRI,N 24 5/10/1945,444BG,,7/3111946,Class 01 Z Lowry
31,42-24539,,6/19/1944,231BU,,3/14/1946,Class OlZ Fort Worth
31,42-24540,L TRI,6/19/1944,6BG,,9/1111950,Reclaimed Pyote
31,42-24541,BOMBIN' BUGGY II FOURBLUSTRP,H 6/20/1944,40BG,,5/5/1945,Group transfer to Tinian
31,42-24541,BOMBIN' BUGGY II TRIS,25 (1) 5/5/1945,40BG,,12/6/1948,Class 01 Z Chanute
31,42-24542,LADY HAMILTON II 2BLURUDSTRP,6/22/1944,468BG,,5/1111945,Group transfer to Tinian
31,42-24542,LADY HAMILTON II TRI,I 51 5/11/1945,468BG,,6/1/1945,Missing from Osaka
31,42-24543,,6/21/1944,236BU,,5/12/1945,Surveyed at Pyote
31,42-24544,LONG DISTANCE TSQ49,6/21/1944,498BG,,5/3111950,Reclaimed Keesler
31,42-24545,,6/22/1944,,,7/3111946,Reclaimed
32,42-24546,,2WHTRUDSTRP,6/2211944,468BG,5/3111946,Class 01 Z Barksdale
32,42-24547,,,6/22/1944,6BG,12/3111944,Surveyed - crashed at Grand Isle
32,42-24548,,,6/26/1944,9BG,9/1111950,Reclaimed Pyote
32,42-24549,,,7/111944,236BU,6/22/1950,Reclaimed Davis-Monthan
32,42-24550,MARYANN,VSQ27 (3),7/111944,499BG,,Unknown
32,42-24551,,,6/23/1944,504BG,9/1111950,Reclaimed Pyote
32,42-24552,GREAT SPECKLED BIRD,,6/26/1944,234BU,9/1111950,Reclaimed Pyote
32,42-24553,,,6/26/1944,504BG,9/12/1950,Reclaimed Pyote
32,42-24554,,,6/28/1944,29BG,9/12/1950,Reclaimed Pyote
32,42-24555,,,6/26/1944,504BG,9/1111950,Reclaimed Pyote
32,42-24556,,,,,,Unknown
32,42-24557,,,6/29/1944,504BG,8/25/1950,Reclaimed McClellan
32,42-24558,,,6/28/1944,247BU,3/2111950,Reclaimed
32,42-24559,,DSQ,7/111944,500BG,9/1111950,Reclaimed Pyote
32,42-24560,,,6/28/1944,499BG,4/2111950,Reclaimed Kelly
32,42-24561,,,7/3/1944,500BG,4/12/1950,Reclaimed Kelly
32,42-24562,,,7/3/1944,,9/1111950,Reclaimed
32,42-24563,,,7/3/1944,9BG,9/1111950,Reclaimed Tinker
32,42-24564,,,6/30/1944,234BU,9/2111949,Salvaged at Carswell
32,42-24565,,,7/111944,236BU,9/1111950,Reclaimed Pyote
32,42-24566,,,7/5/1944,498BG,9/1111950,Reclaimed Pyote
32,42-24567,,2YLWRUDSTRP,7/5/1944,468BG,9/1111950,Reclaimed Pyote
32,42-24568,,,7/5/1944,243BU,9/1111950,Reclaimed Pyote
32,42-24569,,,7/5/1944,246BU,9/1111950,Reclaimed Pyote
32,42-24570,,,7/8/1944,499BG,12/29/1944,Surveyed Smoky Hill
32,42-24571,,,7/7/1944,29BG,9/1111950,Reclaimed Pyote
32,42-24572,,,7/7/1944,29BG,9/1111950,Reclaimed Pyote
32,42-24573,,,7/7/1944,500BG,7/1111950,Reclaimed McClellan
32,42-24574,293,FOURYLWSTRP K,7/1111944,40BG,12/14/1944,Exploded Rangoon
32,42-24575,,,7/8/1944,500BG,5/28/1948,Salvaged at Borinquin
32,42-24576,,,7/8/1944,242BU,9/1111950,Reclaimed Pyote
32,42-24577,,,7/10/1944,4141BU,9/11/1950,Reclaimed Pyote
32,42-24578,,,7/10/1944,39BG,11129/1944,Class 26 Smoky Hill
32,42-24579,EDDIE ALLEN,FOURBLUSTRP M,7/10/1944,40BG,5/5/1945,Group transfer to Tinian
32,42-24579,EDDIE ALLEN,TRIS 36 (1),5/5/1945,40BG,6/1/1945,"Surveyed, battle damage"
32,42-24580,FLYING JACKASS,DIAM#,7/13/1944,444BG,5/10/1945,Group transfer to Tinian
32,42-24580,FLYING JACKASS,TRIN 18,5/10/1945,444BG,9/1111950,Unknown
32,42-24580,UNDECIDED,DIAM#,7/14/1944,444BG,9/1111950,Reclaimed Pyote
32,42-24581,,FOURBLUSTRP,7/13/1944,40BG,9/1111950,Reclaimed Pyote
32,42-24582,LITTLE CLAMBERT,FOURBLUSTRP S,7/14/1944,40BG,1114/1945,"Bomb explosions, fire, at B-4"
32,42-24583,,ASQ7(1),,497BG,6/8/1945,"Crashed Agana, Guam - forced landing"
32,42-24584,LUCKY LADY,DIAM#,7/15/1944,444BG,5/10/1945,Group transfer to Tinian
32,42-24584,LUCKY LADY,TRIN 44,5/10/1945,444BG,6/10/1945,Lost on training flight
32,42-24585,,F,7/15/1944,3PRS,11122/1943,MIA
32,42-24585,POISON IVY,F,7/15/1944,6CMG,6/8/1945,Lost on test hop-all 4 engines quit
32,42-24586,,F,7/15/1944,6CMG,1112111944,MIA Nagoya
32,42-24587,SAN ANTONIO ROSE,FOURBLUSTRP J,7/15/1944,40BG,6/30/1946,Class 01 Z Amarillo
32,42-24588,,,7/15/1944,234BU,1119/1950,Reclaimed Tinker
32,42-24589,CALAMITY JANE,FOURREDSTRP R,7/15/1944,40BG,2/1/1945,Flak at Singapore
32,42-24590,CELESTIAL PRINCESS,SOLGRNRUD T3,7/17/1944,462BG,5/5/1945,Group transfer to Tinian
32,42-24590,CELESTIAL PRINCESS,TRI U 40,5/5/1945,462BG,7/14/1949,Reclaimed Chanute
32,42-24591,LUCKY LYNN,ASQ3 (1),7/18/1944,497BG,9/1111950,Unknown
32,42-24592,DAUNTLESS DOTTY,ASQl (1),7/17/1944,497BG,6/6/1945,Crashed takeoff at Kwajalein
32,42-24593,AMERICAN MAID,ASQ7(1),7/18/1944,497BG,9/1111950,Reclaimed Tinker
32,42-24594,BAD BREW,ASQ6 (1),7/2111944,497BG,1123/1945,"Ditched on takeoff, lost #3 & 4"
32,42-24595,PACIFIC UNION,ASQ2 (1),7/22/1944,497BG,1114/1945,Rammed; ditched off Pagan Island
32,42-24596,LITTLE GEM,ASQ4(1),7/22/1944,497BG,5/10/1949,Reclaimed Tinker
32,42-24597,OUR BABY,ASQlO(l),7/22/1944,497BG,11127/1944,Destroyed enemy raid on Saipan
32,42-24598,WADDY'S WAGON,ASQ5(1),7/22/1944,497BG,119/1945,Ditched from Tokyo
32,42-24599,SKYSCRAPPER,ASQ9 (1),7/22/1944,497BG,11127/1944,Destroyed on Ground - Saipan
32,42-24600,ADAMS EVE,Z SQ 47 (1),8/3111944,500BG,4/7/1945,Rammed; ditched from Tokyo
32,42-24601,POCOHANTAS PROUD PIGEON,T SQ23 (1),7/23/1944,498BG,5/24/1949,Reclaimed Tinker
32,42-24602,,,7/22/1944,498BG,9/24/1944,Crashed on takeoff
32,42-24603,,TSQ7(1),7/23/1944,498BG,12/18/1944,Surveyed - destroyed in enemy raid
32,42-24604,WHEEJ:N'DEAL (LT SIDE),ASQ24 (1),7/23/1944,497BG,4/14/1945,MIA Weather Strike
33,42-24608,COME HOME COME HOME EYES JO KUTEY,TSQ3(1) 7/25/1944 T SQ 02 (I) 7/26/1944 T SQ21 (I) 7/28/1944 T SQ22 (I) 7/3111944 TSQ4(1) 7/28/1944 12 7/3111944,498BG 498BG 498BG 498BG 498BG 236BU,2/4/1945 3/21/1945 3/21/1945 3/13/1945 4/29/1945 9/11/1950,,"Surveyed, crashed Saipan Salvaged from 1114/45 damage Surveyed after 1/14/45 mission Per MACR, Historian says survived war Abandoned over Miyazaki, crashed in sea Reclaimed Pyote"
33,42-24613,JOSIE QUEEN COMET,T SQ 45 (I) 7/28/1944 TSQ5(1) 7/28/1944 ASQ8(1) 7/3111944 ASQ22 (I) 7/29/1944,498BG 498BG 497BG 497BG,12/27/1944 4/111945 4/18/1945 1/27/1945,,"Ditched after takeoff, lost #'s 2 & 4 Crashed Magicienne Bay on T /0 to Tokyo Ditched vicinity oflwo Shot down Tokyo by JNAF Irving"
33,42-24617,,7/3111944,499BG,4/24/1945,,Surveyed at Tinker
33,42-24618,LADY TIME GAL TIME GAL YOYO IRISH MARY ANNA WILD DOLL DELIVERY DARLIN',7/3111944 ASQ23 (I) 7/29/1944 FOURBLUSTRP C 7/3111944 TRIS 21 5/5/1945 F ASQ26 (I) 7/3111944 ASQ21(1) 7/3111944 T SQ 44 (2) 7/3111944 T SQ24 (I) 7/3111944 T SQ 24 (1)/T 48 7/3111944 A SQ 42 (I) 8/15/1944 ASQ27(1) 7/3111944 ASQ29 (I) 8/9/1944 TSQ9(1) 8/9/1944,611EXGP 497BG 40BG 40BG 6CMG 497BG 497BG 498BG 498BG 498BG 497BG 497BG 497BG 498BG,6/22/1950 1/27/1945 5/5/1945 9/11/1950 11124/1944 9/11/1950 9/11/1950 9/11/1950 9/11/1950 1/3/1945 9/11/1950 12/18/1944 2/4/1945,,Reclaimed Davis-Monthan Rammed over Tokyo Reclaimed Pyote Reclaimed Pyote Unknown Rammed over Tokyo Reclaimed Pyote Reclaimed Pyote Reclaimed Pyote Reclaimed Tinker Rammed Nagoya Reclaimed Pyote Ditched on Weather Strike Ditched off Saipan returning
33,42-24630,,8/11/1944,4141BU,9/11/1950,,Reclaimed Pyote
33,42-24631,,8/12/1944,232BU,9/11/1950,,Reclaimed Pyote
33,42-24632,WEARY,8/12/1944 VSQ6 (I) 8/13/1944,504BG 499BG,9/11/1950 9/11/1950,,Reclaimed Pyote Reclaimed Pyote
33,42-24634,,8/13/1944,505BG,9/11/1950,,Reclaimed AMC
33,42-24635,,8/10/1944,611EXGP,6/22/1950,,Reclaimed Davis-Monthan
33,42-24636,,8/14/1944,29BG,9/11/1950,,Reclaimed Pyote
33,42-24637,,8/14/1944,4141BU,9/11/1950,,Reclaimed Pyote
33,42-24638,,VSQ29 (1) 8/13/1944,499BG,12/13/1944,,Ditched from Nagoya
33,42-24639,,8/14/1944,4141BU,9/11/1950,,Reclaimed Pyote
33,42-24640,NATURAL III TOM'S CABIN ALWAYS BEAXMAS,8/14/1944 8/14/1944 A SQ 43 (I) 8/15/1944 T SQ25 (I) 8/15/1944 Z SQ 5 (I) 8/17/1944,231BU 206BU 497BG 498BG 500BG,6/22/1950 6/22/1950 11110/1948 12/27/1944 9/11/1950,,Reclaimed Davis-Monthan Unknown Reclaimed Hickam Rammed twice over Tokyo Reclaimed Tinker
33,42-24644,,VSQ23 (1) 8/19/1944,499BG,4/13/1945,,"Shot up Tokyo, crashed Chiba"
33,42-24645,HONEY TITTYMOUSE HAID II MADE DELIGHT SUE WICHITA WITCH BEHAVIN' ROCKET WASCAL,TSQ8(1) 8/20/1944 T SQ27 (I) VSQ22 (1) 8/17/1944 A SQ 48 (I) 8/19/1944 T SQ 47 (I) 8/17/1944 VSQ2 (I) 8/20/1944 VSQ41 (2) 8/18/1944 ZSQ21 (1) 8/20/1944 ZSQ 42 (1) 8/2111944 T SQ30 (I) 8/20/1944 A SQ 46 (I) 8/19/1944 Z SQ 1 (I) 8/24/1944 ZSQ 45 (1) 8/2111944 VSQ3 (I) 8/2111944,498BG 498BG 499BG 497BG 498BG 499BG 499BG 500BG 500BG 498BG 497BG 500BG 500BG 499BG,1118/1944 1/5/1950 1/13/1945 9/11/1950 12/18/1944 4/2/1945 9/11/1950 6/24/1946 8/25/1950 12/25/1944 1/9/1945 12/3/1944 1/9/1945 1/9/1945,,"Ditched from lwo Jima Reclaimed McClellan Ditched from Nagoya, fuel system malf. Reclaimed Pyote Crash landing in Saipan ATC area Lost over Tokyo, flak Reclaimed Tinker Reclaimed Amarillo Reclaimed McClellan Destroyed on Ground - Saipan Rammed in #2 engine over Tokyo Rammed - abandoned, fire in left wing Ditched from Tokyo Ditched from Tokyo"
33,42-24659,DOLLAR BABY BIG STICK,VSQ 1 (I) 8/22/1944 ZSQ48 8/22/1944 VSQ 44 (1) 8/22/1944,499BG 500BG 499BG,11127/1944 1/3/1945 8/20/1950,,Destroyed on Ground - Saipan Ditched Reclaimed Pyote
33,42-24662,EVE II ROSCOE,ZSQ2 (I) 8/22/1944 T SQ 43 (I) 8/22/1944 T SQ 43 (I) 8/22/1944 Z SQ23 (1) 8/23/1944,500BG 498BG 498BG 500BG,11127/1944 9/11/1950 9/11/1950 4/15/1945,,Ditched from Tokyo Reclaimed Pyote Reclaimed Pyote Crash landed lwo
34,42-24685,THE OUTLAW,FOURBLUSTRP M,8/3111944,40BG,5/5/1945,Group transfer to Tinian
34,42-24685,THE OUTLAW,TRIS 19 (1),5/5/1945,40BG,8/7/1945,"Crash landing, surveyed"
34,42-24686,AMERICAN BEAUTY,Z SQ25 (1),8/30/1944,500BG,12/29/1944,Ditched on weather strike - out of fuel
34,42-24687,TOKYO LOCAL,ZSQ26 (I),9/111944,500BG,12/13/1944,Ditched from Nagoya - flak damage
34,42-24688,,Z SQ(!),,500BG,,"Shot up, ditched"
34,42-24688,,VSQ29 (2),,499BG,,Unknown
34,42-24689,NINA ROSS,ZSQ9 (I),9/111944,500BG,9/11/1950,Reclaimed Tinker
34,42-24690,,,9/18/1944,4100BU,1117/1950,Reclaimed Tinker
34,42-24691,FAST COMPANY,2WHTRUDSTRP,,468BG,5/11/1945,Group transfer to Tinian
34,42-24691,FAST COMPANY,TRI! 7,5/1111945,468BG,,Unknown
34,42-24692,WABASH CANNONBALL,Z SQ 8 (l)Z 12,9/2/1944,500BG,2/19/1945,Rammed at Tokyo as Z Square 12
34,42-24693,LI'L LASSIE,VSQ27(1),9/5/1944,499BG,12/7/1944,Destroyed in Jap raid
34,42-24693,MARYANNE,VSQ27(1),9/5/1944,499BG,12/7/1944,Destroyed in Jap raid
34,42-24694,DRAGGIN' LADY,Z SQ 6 (I),9/5/1944,500BG,2/27/1945,Ditched Saipan on Slow timing flight
34,42-24695,LUCKY 'LEVEN,TSQ6 (1),9/2/1944,498BG,5/10/1949,Reclaimed Chanute
34,42-24696,FANCY DETAIL,Z SQ 50 (I),,500BG,,Unknown
34,42-24697,,,9/7/1944,248BU,4/12/1950,Reclaimed Kelly
34,42-24698,ABROAD WITH 11 YANKS,V SQ8 (I),,499BG,4/27/1945,MIA
34,42-24699,SALVO SALLY,VSQ9 (I),9/6/1944,499BG,4/28/1945,Ditched off Miyazaki
34,42-24700,SLICK DICK,VSQ23 (I),9/8/1944,499BG,11100/44,Transferred to 500BG
34,42-24700,SLICK DICK,ZSQ33,11/00/44,500BG,12/6/1950,Reclaimed McClellan
34,42-24701,,,9/7/1944,236BU,9/11/1950,Reclaimed Pyote
34,42-24702,,,,,,Unknown
34,42-24703,AMERICAN BEAUTY,2WHTRUDSTRP,9/9/1944,468BG,5/11/1945,Group transfer to Tinian
34,42-24703,AMERICAN BEAUTY,TRI I 4,5/1111945,468BG,6/5/1945,Surveyed - crashed landing at lwo
34,42-24704,THE GEARBOX,2BLURUDSTRP,9/8/1944,468BG,1111/1945,Missing from Singapore
34,42-24705,,,9/12/1944,234BU,5/16/1945,Abandoned Texas
34,42-24706,,2YLWRUDSTRP,9/12/1944,468BG,11128/1944,"Lost Halliday Island, collision, eng fire"
34,42-24707,,,,,,Unknown
34,42-24708,,,,,,Unknown
34,42-24709,,,,,,Unknown
34,42-24710,,,9/13/1944,234BU,5/15/1947,Reclaimed Tinker
34,42-24711,,SOLYLWRUD,9/19/1944,462BG,5/5/1945,Group transfer to Tinian
34,42-24711,,TRI U 27,5/5/1945,462BG,11130/1945,"Salvaged, off end of runway 8/7/45"
34,42-24712,,,,,,Unknown
34,42-24713,,,,,,Unknown
34,42-24714,LUCKY ELEVEN,ZSQll (4),7/111945,500BG,,Unknown
34,42-24714,ROBERT J WILSON,2YLWRUDSTRP,12/23/1944,468BG,5/11/1945,Group transfer to Tinian
34,42-24714,ROBERT J WILSON,TRI I 46,5/1111945,468BG,,Unknown-transfer to 500BG?
34,42-24714,ROBERT J WILSON,TRIS,,40BG,12/23/1944,Transferred to 468BG 12/23/44
34,42-24715,,2YLWRUDSTRP,9/14/1944,468BG,12/2111944,Rammed at Mukden
34,42-24716,,,,,,Unknown
34,42-24717,SOUTHERN BELLE,ASQll (1),9/13/1944,497BG,7/15/1945,Ditched
34,42-24718,BLACK MAGIC II,FOURYLWSTRP A,9/14/1944,40BG,5/5/1945,Group transfer to Tinian
35,42-24722,LIL RIDES AGAIN LIL RIDES AGAIN COMMANDO COMMANDO,9/2211944 DIAM# 9/2211944 TRIN 16 (I) 511111945 DIAM# 9/2211944 TRI N 55 (I) 511111945,,4006BU 444BG 444BG 444BG 444BG,9/2211953 511111945 5/2611945 511111945 5/2511945,Reclaimed Pyote Group transfer to Tinian Abandoned over Iwo-flak damage Group transfer to Tinian Crashed Ibaragi from Tokyo
35,42-24725,,12/3111944,,,10/00/54,Reclaimed
35,42-24726,,FOURREDSTRP 911911944,,40BG,12114/1944,"MIA Rangoon, hit by falling bomb"
35,42-24727,,TSQI (2) 9/2611944,,498BG,3/3111945,"Ditched inbound, fire #3"
35,42-24728,,SOLYLWRUD,,462BG,5/511945,Group transfer to Tinian
35,42-24728,NIPPER III NIPPER III AND MIGHTY AND MIGHTY GIRL GIRL DREAM DREAM,TRI U 28 5/511945 FOURBLUSTRP X 9/2211944 TRIS 22 5/511945 DIAM# 9/2611944 TRI N 53 (I) 5/10/1945 DIAM#65 9/2311944 TRI N 63 5/10/1945 DIAM# 5 9/2711944 TRI N 33 5/10/1945,,462BG 40BG 40BG 444BG 444BG 444BG 444BG 444BG 444BG,5/20/1945 5/511945 5/10/1954 5/10/1945 5/10/1954 5/10/1945 5/10/1954 5/10/1945 3/3111950,Lost on Tokyo mission Group transfer to Tinian Reclaimed Davis-Monthan Group transfer to Tinian Reclaimed Davis-Monthan Group transfer to Tinian Reclaimed Davis-Monthan Group transfer to Tinian Reclaimed Keesler
35,42-24733,LEAD LEAD,ASQ31 9/2711944 2YLWRUDSTRP 9/2411944 TRI I 45 511111945,,497BG 468BG 468BG,12/2211944 511111945 8/611945,Ditched on Weather Strike Group transfer to Tinian Crashed landing Tinian
35,42-24735,,T SQIO (2) 9/2711944,,498BG,12/311944,Ditched
35,42-24736,II HONEY HONEY,DIAM# 9/2411944 2BLURUDSTRP 9/2711944 FOURSTRP 9/2711944 FOURYLWSTRP Bl] 9/2511944 TRIS 37 5/511945,,444BG 468BS 40BG 40BG 40BG,2/511945 10/12/1953 10/12/1953 5/511945 5/10/1954,Cr Id with #4 engine feathered Reclaimed Pyote Unknown Group transfer to Tinian Reclaimed Davis-Monthan
35,42-24739,,FOURYLWSTRP C 9/2611944,,40BG,5/511945,Group transfer to Tinian
35,42-24739,MILLER MILLER,TRIS 27 5/511945 FOURYLWSTRP Z 9/2711944 TRIS 38 5/511945,,40BG 40BG 40BG,3/2511953 5/511945 6/711945,Reclaimed Pyote Group transfer to Tinian Salvaged from Tokyo 5/26/45
35,42-24741,ROCKET CANNONBALL CANNONBALL,ASQ 9/2611944 TSQ31(1) 9/2411944 ZSQ25(2) 9/3011944 ZSQ56 9/3011944,,497BG 498BG 500BG 500BG,6/1/1945 6/511945 5/10/1954 5/10/1954,Ditched; Jap. say shot down Osaka Ditched from Kobe after ramming Reclaimed Davis-Monthan Reclaimed Davis-Monthan
35,42-24744,,ZSQ2 (2),,500BG,1110/1945,Ditched from Tokyo
35,42-24745,,A SQ26 (2) 9/2911944,,497BG,12/711944,Surveyed - damaged in Japanese raid
35,42-24746,,9/2911944,,4141BU,911111950,Reclaimed Pyote
35,42-24747,,9/2911944,,4105BU,5/10/1954,Reclaimed Davis-Monthan
35,42-24748,TERMITE BEAVER III BEAVER III WITCH WITCH,TSQ42 10/211944 TSQ32 10/611944 TSQ71? 9/3011944 DIAM# T SQ 48 (I) 9/3011944 FOURBLUSTRP T 10/211944 TRIS 15 5/511945,,498BG 498BG 498BG 444BG 498BG 40BG 40BG,11311945 6/2411954 712611946 5/2411945 5/511945 713111946,Crashed on Anahatan Island Reclaimed Pyote Reclaimed Amarillo Unknown Crashed in Chiba from Tokyo Group transfer to Tinian Reclaimed Lowry
35,42-24753,,VSQ 45 (I) 9/3011944,,499BG,311111945,Ditched
35,42-24754,HAWK GLORY,VSQ30 10/711944 T SQ8 (2) 9/3011944 ASQ31 10/13/1944,,499BG 498BG 497BG,311311945 10/12/1953 911511953,Shot down over Osaka - flak Reclaimed Pyote Reclaimed Pyote
35,42-24757,,FOURREDSTRP J 10/711944,,40BG,7/28/1948,Reclaimed Chanute
35,42-24757,,TRIS 05 (I) 10/711944,,40BG,7/28/1948,Reclaimed Chanute
